Date,Name of Vendors,Expense Description,Amount,Transaction Type,Expense Category,Account Name,Labels,Notes
10/7/2019,Costco,COSTCO MEMBERSHIP FEE 800-774-2678 WA,120,debit,Service Fee,Costco Anywhere Visa® Card by Citi,,
10/6/2019,In-N-Out Burger,IN N OUT BURGER 158,9.78,debit,Fast Food,CREDITCARD Account,,
10/6/2019,In-N-Out Burger,IN N OUT BURGER 158,9.78,debit,Fast Food,CREDITCARD Account,,
10/6/2019,"ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU",20,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
10/6/2019,"ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU",150,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
10/6/2019,AMC,0219 AMC EASTRIDGE 15 SAN JOSE CA,43.47,debit,Movies & DVDs,XXXX-XXXX-XXXX-7998,,
10/6/2019,In-N-Out Burger,IN N OUT BURGER 158,9.78,debit,Fast Food,XXXXXXXXXX1112,,
10/5/2019,INTEREST CHARGED ON PURCHASES,INTEREST CHARGED ON PURCHASES,104.6,debit,Service Fee,CREDITCARD Account,,
10/5/2019,INTEREST CHARGED ON DIR DEP&CHK CASHADV,INTEREST CHARGED ON DIR DEP&CHK CASHADV,7.03,debit,Service Fee,CREDITCARD Account,,
10/5/2019,Rotten Robbie,ROTTEN ROBBIE #25 CUPERTINO CA,30.16,debit,Gas & Fuel,XXXX-XXXX-XXXX-7998,,
10/5/2019,INTEREST CHARGED ON DIR DEP&CHK CASHADV,INTEREST CHARGED ON DIR DEP&CHK CASHADV,7.03,debit,Finance Charge,Bank of America Cash Rewards Visa Signature,,
10/5/2019,INTEREST CHARGED ON PURCHASES,INTEREST CHARGED ON PURCHASES,104.6,debit,Finance Charge,Bank of America Cash Rewards Visa Signature,,
10/4/2019,WEFABK CK WEBXFRONLNE TRNSFR88871000 364881296,ACH DEBIT WEFABK CK WEBXFRONLNE,500,debit,Transfer,FREE CHECKING,,
10/3/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,119,credit,Credit Card Payment,CREDITCARD Account,,
10/3/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,119,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
10/3/2019,Loan,From Loan 99302,500,credit,Income,FREE CHECKING,,
10/1/2019,76 - DBA UNITED PACIFI,76 - DBA UNITED PACIFI,17.29,debit,Gas & Fuel,Platinum Mastercard,,
10/1/2019,PAYMENT - THANK YOU,PAYMENT - THANK YOU,35,credit,Credit Card Payment,XXXX-XXXX-XXXX-2118,,
9/30/2019,DIVIDEND,,0.08,credit,Investments,POD Savings Account,,
9/30/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,100,credit,Credit Card Payment,CREDITCARD Account,,
9/30/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,100,credit,Credit Card Payment,CORP Account - Business Advantage Cash Rewards,,
9/29/2019,Felipe's Market,FELIPE'S MARKET,25.4,debit,Groceries,CREDITCARD Account,,
9/29/2019,Felipe's Market,FELIPE'S MARKET,25.4,debit,Groceries,CREDITCARD Account,,
9/29/2019,Felipe's Market,FELIPE'S MARKET,25.4,debit,Groceries,XXXXXXXXXX1112,,
9/29/2019,To Loan 99302 363261201,To Loan 99302,500,debit,Auto Payment,FREE CHECKING,,
9/29/2019,Patelco El Camino,PATELCO CREDIT 2654 EL CAMINO RE,510,credit,Income,FREE CHECKING,,
9/29/2019,To Loan 99302 363582185,To Loan 99302,3.64,debit,Auto Payment,FREE CHECKING,,
9/28/2019,Whole Foods,WHOLEFDS STC 10267,51.23,debit,Groceries,CREDITCARD Account,,
9/28/2019,Lucky,LUCKY  773 SANTA CLA,52.45,debit,Groceries,CREDITCARD Account,,
9/28/2019,Lucky,LUCKY  773 SANTA CLA,50,debit,Groceries,CREDITCARD Account,,
9/28/2019,Shell,SHELL OIL 57446055303,8.99,debit,Gas & Fuel,CREDITCARD Account,,
9/28/2019,Whole Foods,WHOLEFDS STC 10267,51.23,debit,Groceries,CREDITCARD Account,,
9/28/2019,Lucky,LUCKY  773 SANTA CLA,52.45,debit,Groceries,CREDITCARD Account,,
9/28/2019,Lucky,LUCKY  773 SANTA CLA,50,debit,Groceries,CREDITCARD Account,,
9/28/2019,Shell,SHELL OIL 57446055303,8.99,debit,Gas & Fuel,CREDITCARD Account,,
9/28/2019,Safeway,SAFEWAY #767 SAN JOSE CA,24.71,debit,Groceries,XXXX-XXXX-XXXX-7998,,
9/28/2019,Lucky,LUCKY  773 SANTA CLA,52.45,debit,Groceries,XXXXXXXXXX1112,,
9/28/2019,Shell,SHELL OIL 57446055303,8.99,debit,Gas & Fuel,XXXXXXXXXX1112,,
9/28/2019,Lucky,LUCKY  773 SANTA CLA,50,debit,Groceries,XXXXXXXXXX1112,,
9/28/2019,Whole Foods,WHOLEFDS STC 10267,51.23,debit,Groceries,XXXXXXXXXX1112,,
9/27/2019,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,77.12,debit,Finance Charge,XXXX-XXXX-XXXX-7998,,
9/26/2019,Rotten Robbie,RBT ROTTEN ROBBIE #25,0.47,credit,Gas & Fuel,CREDITCARD Account,,
9/26/2019,Amazon,AMAZON COM HJ2JX99H3,11.49,debit,Shopping,CREDITCARD Account,,
9/26/2019,Amazon,AMAZON COM HJ2JX99H3,11.49,debit,Shopping,CREDITCARD Account,,
9/26/2019,Amazon,AMAZON COM HJ2JX99H3,11.49,debit,Shopping,XXXXXXXXXX1112,,
9/26/2019,Rotten Robbie,RBT ROTTEN ROBBIE #25,0.47,credit,Gas & Fuel,Business Advantage Cash Rewards,,
9/25/2019,Verizon,VERIZON WRL MY ACCT VW,199.38,debit,Home Phone,CREDITCARD Account,,
9/25/2019,Verizon,VERIZON WRL MY ACCT VW,199.38,debit,Home Phone,CREDITCARD Account,,
9/25/2019,Verizon,VERIZON WRL MY ACCT VW,199.38,debit,Home Phone,XXXXXXXXXX1112,,
9/23/2019,Rotten Robbie,ROTTEN ROBBIE #25,47.26,debit,Gas & Fuel,CREDITCARD Account,,
9/23/2019,EMPORIUM - DL ANAHEIM CA,EMPORIUM - DL            ANAHEIM      CA,16.15,debit,Clothing,CREDITCARD Account,,
9/23/2019,Arco,ARCO #42924 AMPM         BAKERSFIELD  CA,47.3,debit,Gas & Fuel,CREDITCARD Account,,
9/23/2019,7-Eleven,7-ELEVEN 15766           CUPERTINO    CA,8.28,debit,Fast Food,CREDITCARD Account,,
9/23/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,120,credit,Credit Card Payment,CREDITCARD Account,,
9/23/2019,Rotten Robbie,ROTTEN ROBBIE #33 SANTA CLARA CA,56.22,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
9/23/2019,Rotten Robbie,ROTTEN ROBBIE #25,47.26,debit,Gas & Fuel,Business Advantage Cash Rewards,,
9/23/2019,Emporium,EMPORIUM,16.15,debit,Shopping,Bank of America Cash Rewards Visa Signature,,
9/23/2019,7-Eleven,7-ELEVEN 15766 CUPERTINO CA,8.28,debit,Fast Food,Bank of America Cash Rewards Visa Signature,,
9/23/2019,Arco,ARCO #42924 AMPM BAKERSFIELD CA,47.3,debit,Gas & Fuel,Bank of America Cash Rewards Visa Signature,,
9/23/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,120,credit,Credit Card Payment,Bank of America Cash Rewards Visa Signature,,
9/22/2019,Exxon,EXXONMOBIL 99484073 LEBEC CA,44.52,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
9/22/2019,LARD LAD DONUTS UNIVERSAL CITCA,LARD LAD DONUTS UNIVERSAL CITCA,8.53,debit,Fast Food,Costco Anywhere Visa® Card by Citi,,
9/22/2019,Universal Studios,UNIVERSAL STUDIOS STORE UNIVERSAL CITCA,29.57,debit,Amusement,Costco Anywhere Visa® Card by Citi,,
9/22/2019,USH PARKING RC UNIVERSAL CTYCA,USH PARKING RC UNIVERSAL CTYCA,27,debit,Parking,Costco Anywhere Visa® Card by Citi,,
9/22/2019,STUDIO CAFE UNIVERSAL CITCA,STUDIO CAFE UNIVERSAL CITCA,42.43,debit,Restaurants,Costco Anywhere Visa® Card by Citi,,
9/22/2019,Deerfield Il,ONLINE PAYMENT DEERFIELD IL,120,credit,Credit Card Payment,XXXX-XXXX-XXXX-7998,,
9/21/2019,Comcast,COMCAST CALIFORNIA       800-COMCAST  CA,27.59,debit,Television,CREDITCARD Account,,
9/21/2019,YMCA,YMCA SILICON VALLEY-AO DR408-3516473  CA,65,debit,Gym,CREDITCARD Account,,
9/21/2019,YMCA,YMCA SILICON VALLEY-AO DR408-3516473  CA,65,debit,Gym,CREDITCARD Account,,
9/21/2019,USH TICKETING ONLINE,USH TICKETING ONLINE,404,debit,Entertainment,CREDITCARD Account,,
9/21/2019,STADIUM VENDING ODV,STADIUM VENDING ODV,7,debit,Fast Food,CREDITCARD Account,,
9/21/2019,GHIRARDELLI 133 DCA,GHIRARDELLI  133 DCA,12.82,debit,Restaurants,CREDITCARD Account,,
9/21/2019,ALIEN PIZZA PLANET,ALIEN PIZZA PLANET,45.26,debit,Restaurants,CREDITCARD Account,,
9/21/2019,Emporium,EMPORIUM   DL,87.03,debit,Shopping,CREDITCARD Account,,
9/21/2019,STAR TRADER DL,STAR TRADER   DL,43.09,debit,Groceries,CREDITCARD Account,,
9/21/2019,TOLLS WEST PARKIN,TOLLS WEST   PARKIN,25,debit,Parking,CREDITCARD Account,,
9/21/2019,7-Eleven,7 ELEVEN 29057,35.05,debit,Fast Food,CREDITCARD Account,,
9/21/2019,ODV SEASONAL SNACKS,ODV SEASONAL SNACKS,10,debit,Restaurants,CREDITCARD Account,,
9/21/2019,USH TICKETING ONLINE,USH TICKETING ONLINE,404,debit,Entertainment,CREDITCARD Account,,
9/21/2019,STADIUM VENDING ODV,STADIUM VENDING ODV,7,debit,Fast Food,CREDITCARD Account,,
9/21/2019,GHIRARDELLI 133 DCA,GHIRARDELLI  133 DCA,12.82,debit,Restaurants,CREDITCARD Account,,
9/21/2019,ALIEN PIZZA PLANET,ALIEN PIZZA PLANET,45.26,debit,Restaurants,CREDITCARD Account,,
9/21/2019,Emporium,EMPORIUM   DL,87.03,debit,Shopping,CREDITCARD Account,,
9/21/2019,STAR TRADER DL,STAR TRADER   DL,43.09,debit,Groceries,CREDITCARD Account,,
9/21/2019,TOLLS WEST PARKIN,TOLLS WEST   PARKIN,25,debit,Parking,CREDITCARD Account,,
9/21/2019,7-Eleven,7 ELEVEN 29057,35.05,debit,Fast Food,CREDITCARD Account,,
9/21/2019,ODV SEASONAL SNACKS,ODV SEASONAL SNACKS,10,debit,Restaurants,CREDITCARD Account,,
9/21/2019,TOLLS WEST - PARKIN ANAHEIM CA,TOLLS WEST   PARKIN,25,debit,Parking,XXXXXXXXXX1112,,
9/21/2019,ODV SEASONAL SNACKS ANAHEIM CA,ODV SEASONAL SNACKS,10,debit,Food & Dining,XXXXXXXXXX1112,,
9/21/2019,EMPORIUM - DL ANAHEIM CA,EMPORIUM   DL,87.03,debit,Clothing,XXXXXXXXXX1112,,
9/21/2019,STAR TRADER - DL ANAHEIM CA,STAR TRADER   DL,43.09,debit,Groceries,XXXXXXXXXX1112,,
9/21/2019,STADIUM VENDING ODV ANAHEIM CA,STADIUM VENDING ODV,7,debit,Fast Food,XXXXXXXXXX1112,,
9/21/2019,7-Eleven,7 ELEVEN 29057,35.05,debit,Fast Food,XXXXXXXXXX1112,,
9/21/2019,GHIRARDELLI #133 DCA ANAHEIM CA,GHIRARDELLI  133 DCA,12.82,debit,Restaurants,XXXXXXXXXX1112,,
9/21/2019,USH TICKETING ONLINE 8008648377 CA,USH TICKETING ONLINE,404,debit,Entertainment,XXXXXXXXXX1112,,
9/21/2019,ALIEN PIZZA PLANET 7147814669 CA,ALIEN PIZZA PLANET,45.26,debit,Restaurants,XXXXXXXXXX1112,,
9/21/2019,YMCA,YMCA SILICON VALLEY-AO DR408-3516473 CA,65,debit,Gym,Bank of America Cash Rewards Visa Signature,,
9/21/2019,Comcast,COMCAST CALIFORNIA 800-COMCAST CA,27.59,debit,Television,Bank of America Cash Rewards Visa Signature,,
9/21/2019,YMCA,YMCA SILICON VALLEY-AO DR408-3516473 CA,65,debit,Gym,Bank of America Cash Rewards Visa Signature,,
9/20/2019,MINIMUM INTEREST CHARGE,MINIMUM INTEREST CHARGE,2,debit,Finance Charge,XXXXXXXXXX5662,,
9/20/2019,To Loan 99301 361522841,To Loan 99301,439.73,debit,Auto Payment,FREE CHECKING,,
9/20/2019,GUEST DEPOSIT 361295170,GUEST DEPOSIT,440,credit,Income,FREE CHECKING,,
9/19/2019,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,4.13,credit,Credit Card Payment,CREDITCARD Account,,
9/19/2019,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,81.87,debit,Finance Charge,CREDITCARD Account,,
9/19/2019,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,4.13,credit,Credit Card Payment,XXXXXXXXXX1112,,
9/19/2019,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,81.87,debit,Finance Charge,XXXXXXXXXX1112,,
9/19/2019,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,4.13,credit,Credit Card Payment,CREDITCARD Account,,
9/19/2019,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,81.87,debit,Finance Charge,CREDITCARD Account,,
9/19/2019,MEDI-CAL FOR FAMILIES billerpaymentCA,MEDI-CAL FOR FAMILIES billerpaymentCA,26,debit,Health Insurance,Costco Anywhere Visa® Card by Citi,,
9/19/2019,VALLEY FAIR (CA) Santa Clara CA,VALLEY FAIR (CA) Santa Clara CA,33.59,debit,Restaurants,XXXX-XXXX-XXXX-2118,,
9/18/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,280,credit,Credit Card Payment,CREDITCARD Account,,
9/18/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,280,credit,Credit Card Payment,Bank of America Cash Rewards Visa Signature,,
9/17/2019,Rotten Robbie,ROTTEN ROBBIE #25        CUPERTINO    CA,49.67,debit,Gas & Fuel,CREDITCARD Account,,
9/17/2019,Netflix,NETFLIX.COM,12.99,debit,Movies & DVDs,CREDITCARD Account,,
9/17/2019,Netflix,NETFLIX.COM,12.99,debit,Movies & DVDs,CREDITCARD Account,,
9/17/2019,INTEREST CHARGE:PURCHASES,INTEREST CHARGE:PURCHASES,10.66,debit,Finance Charge,Platinum Mastercard,,
9/17/2019,Rotten Robbie,ROTTEN ROBBIE #25 CUPERTINO CA,49.67,debit,Gas & Fuel,Bank of America Cash Rewards Visa Signature,,
9/17/2019,INTEREST CHARGED TO STANDARD PURCH,INTEREST CHARGED TO STANDARD PURCH,47.82,debit,Finance Charge,Costco Anywhere Visa® Card by Citi,,
9/17/2019,Netflix,NETFLIX.COM,12.99,debit,Movies & DVDs,XXXXXXXXXX1112,,
9/16/2019,AT&T,AT&T   *PAYMENT800-288-2020TX,55,debit,Mobile Phone,CREDITCARD Account,,
9/16/2019,SQU*DOUBLE APPLES,SQU*SQ *DOUBLE APPLES,34.5,debit,Restaurants,CREDITCARD Account,,
9/16/2019,AT&T,AT&T   *PAYMENT800-288-2020TX,55,debit,Mobile Phone,CREDITCARD Account,,
9/16/2019,SQU*DOUBLE APPLES,SQU*SQ *DOUBLE APPLES,34.5,debit,Restaurants,CREDITCARD Account,,
9/16/2019,Himayayan Kitchen,HIMALAYAN KITCHEN MOUNTAIN VIEWCA,26.14,debit,Restaurants,Bank of America Cash Rewards Visa Signature,,
9/16/2019,SQU*DOUBLE APPLES CAMPBELL CA,SQU*SQ *DOUBLE APPLES,34.5,debit,Alcohol & Bars,XXXXXXXXXX1112,,
9/16/2019,AT&T,AT&T   *PAYMENT800-288-2020TX,55,debit,Mobile Phone,XXXXXXXXXX1112,,
9/15/2019,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,4.24,debit,Finance Charge,CREDITCARD Account,,
9/15/2019,Old Navy,OLDNAVY GREAT MALL/BAY A MILPITAS CA WOMENS/GIRLS APPAREL,16.44,debit,Clothing,XXXXXXXXXX5662,,
9/15/2019,"ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU",450,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
9/13/2019,Cash Rewards Statement,CASH REWARDS STATEMENT CREDIT,36.49,credit,Credit Card Payment,Bank of America Cash Rewards Visa Signature,,
9/13/2019,Double Apples Hookah,SQ *DOUBLE APPLES H CAMPBELL CA,27.6,debit,Business Services,Bank of America Cash Rewards Visa Signature,,
9/13/2019,SAN JOSE INTL AIRP SAN JOSE CA,SAN JOSE INTL AIRP SAN JOSE CA,2,debit,Parking,Bank of America Cash Rewards Visa Signature,,
9/12/2019,CAPITAL ONE ONLINE payment AuthDate 11-Sep,CAPITAL ONE ONLINE PYMT AuthDate 11-S ep,30,credit,Credit Card Payment,Platinum Mastercard,,
9/12/2019,THANK YOU,ONLINE PAYMENT THANK YOU,30,credit,Credit Card Payment,XXXXXXXXXX5662,,
9/12/2019,"ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU",100,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
9/11/2019,THANK YOUALPHARETTAGA,ONLINE PAYMENT THANK YOUALPHARETTAGA,150,credit,Credit Card Payment,CREDITCARD Account,,
9/11/2019,THANK YOUALPHARETTAGA,ONLINE PAYMENT THANK YOUALPHARETTAGA,150,credit,Credit Card Payment,CREDITCARD Account,,
9/11/2019,PAYMENT - THANK YOU,PAYMENT - THANK YOU,25,credit,Credit Card Payment,CREDITCARD Account,,
9/11/2019,THANK YOU,ONLINE PAYMENT THANK YOUALPHARETTAGA,150,credit,Credit Card Payment,XXXXXXXXXX1112,,
9/11/2019,PAYMENT - THANK YOU,PAYMENT - THANK YOU,25,credit,Credit Card Payment,XXXXXXXXXX1993,,
9/10/2019,Home Depot,THE HOME DEPOT #0640 SUNNYVALE CA,53.76,credit,Home Improvement,Bank of America Cash Rewards Visa Signature,,
9/10/2019,Rotten Robbie,ROTTEN ROBBIE #25 CUPERTINO CA,49.47,debit,Gas & Fuel,Bank of America Cash Rewards Visa Signature,,
9/9/2019,SQU*DOUBLE APPLES,SQU*SQ *DOUBLE APPLES,27.6,debit,Restaurants,CREDITCARD Account,,
9/9/2019,Shell,SHELL OIL 57444799902,11.07,debit,Gas & Fuel,CREDITCARD Account,,
9/9/2019,SQU*DOUBLE APPLES,SQU*SQ *DOUBLE APPLES,27.6,debit,Restaurants,CREDITCARD Account,,
9/9/2019,Shell,SHELL OIL 57444799902,11.07,debit,Gas & Fuel,CREDITCARD Account,,
9/9/2019,Shell,SHELL OIL 57444799902,11.07,debit,Gas & Fuel,XXXXXXXXXX1112,,
9/9/2019,Costco,COSTCO WHSE #0129 SANTA CLARA CA,86.22,debit,Shopping,Bank of America Cash Rewards Visa Signature,,
9/9/2019,SQU*DOUBLE APPLES CAMPBELL CA,SQU*SQ *DOUBLE APPLES,27.6,debit,Restaurants,XXXXXXXXXX1112,,
9/8/2019,LATE FEE,LATE FEE,25,debit,Late Fee,XXXXXXXXXX1993,,
9/8/2019,Interest Charge on Purchases,Interest Charge on Purchases,19.61,debit,Finance Charge,XXXX-XXXX-XXXX-2118,,
9/7/2019,Chevron,CHEVRON 0096027,19.14,debit,Gas & Fuel,CREDITCARD Account,,
9/7/2019,SQU*DOUBLE APPLES,SQU*SQ *DOUBLE APPLES,27.6,debit,Restaurants,CREDITCARD Account,,
9/7/2019,Lucky,LUCKY #773 SANTA CLA,23.09,debit,Groceries,CREDITCARD Account,,
9/7/2019,Chevron,CHEVRON 0096027 SAN JOSE CA,19.14,debit,Gas & Fuel,XXXXXXXXXX1112,,
9/7/2019,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,23.09,debit,Groceries,XXXXXXXXXX1112,,
9/7/2019,SQU*DOUBLE APPLES CAMPBELL CA,SQU*SQ *DOUBLE APPLES CAMPBELL CA,27.6,debit,Restaurants,XXXXXXXXXX1112,,
9/7/2019,INTEREST CHARGED ON PURCHASES,INTEREST CHARGED ON PURCHASES,62.99,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
9/6/2019,INTEREST CHARGED ON DIR DEP&CHK CASHADV,INTEREST CHARGED ON DIR DEP&CHK CASHADV,11.39,debit,Finance Charge,Bank of America Cash Rewards Visa Signature,,
9/6/2019,INTEREST CHARGED ON PURCHASES,INTEREST CHARGED ON PURCHASES,84.69,debit,Finance Charge,Bank of America Cash Rewards Visa Signature,,
9/6/2019,PURCHASE *FINANCE CHARGE*,PURCHASE *FINANCE CHARGE*,58.23,debit,Finance Charge,CORP Account - Business Advantage Cash Rewards,,
9/5/2019,LATE FEE FOR PAYMENT DUE,LATE FEE FOR PAYMENT DUE,28,debit,Late Fee,Bank of America Cash Rewards Visa Platinum Plus,,
9/5/2019,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,100,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
9/4/2019,PAYMENT - THANK YOU,PAYMENT - THANK YOU,30,credit,Credit Card Payment,XXXX-XXXX-XXXX-2118,,
9/2/2019,Rotten Robbie,ROTTEN ROBBIE #25,51.76,debit,Gas & Fuel,CREDITCARD Account,,
9/2/2019,Rotten Robbie,ROTTEN ROBBIE #25 CUPERTINO CA,51.76,debit,Gas & Fuel,XXXXXXXXXX1112,,
9/2/2019,PP*CREAM CUPERTINO FREMONT CA,PP*CREAM CUPERTINO FREMONT CA,8.04,debit,Coffee Shops,Bank of America Cash Rewards Visa Signature,,
9/2/2019,Himayayan Kitchen,HIMALAYAN KITCHEN,26.14,debit,Restaurants,Business Advantage Cash Rewards,,
9/2/2019,Share,From Share 99300,8.58,credit,Income,FREE CHECKING,,
9/2/2019,7-Eleven,7ELEVEN 2170 FRUITDALE AVE US SA,6.79,debit,Fast Food,FREE CHECKING,,
9/2/2019,To Share 99310 356663608,To Share 99310,8.58,debit,Kids,REGULAR SAVINGS ACCT,,
9/1/2019,Shell,SHELL OIL 57446055303 SANTA CLARA CA,8.99,debit,Gas & Fuel,XXXXXXXXXX5301,,
9/1/2019,Loan,From Loan 99302,500,credit,Income,FREE CHECKING,,
9/1/2019,Patelco Credit Union,PATELCO CREDIT 1790 S BASCOM AVE,500,debit,Financial,FREE CHECKING,,
8/31/2019,DIVIDEND,,0.09,credit,Investments,POD Savings Account,,
8/31/2019,Whole Foods,WHOLEFDS SCA #10633,22.04,debit,Groceries,CREDITCARD Account,,
8/31/2019,TAJ MAHAL,TAJ MAHAL,24.27,debit,Groceries,CREDITCARD Account,,
8/31/2019,TAJ MAHAL SANTA CLARA CA,TAJ MAHAL SANTA CLARA CA,24.27,debit,Groceries,XXXXXXXXXX1112,,
8/31/2019,Whole Foods,WHOLEFDS SCA #10633 SANTA CLARA CA,22.04,debit,Groceries,XXXXXXXXXX1112,,
8/31/2019,Costco,COSTCO WHSE #0423 SUNNYVALE CA,189.03,debit,Shopping,Costco Anywhere Visa® Card by Citi,,
8/31/2019,Valero,SANTA CLARA VALERO SANTA CLARA CA,19.46,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
8/30/2019,Lucky,LUCKY #773 SANTA CLA,63.54,debit,Groceries,CREDITCARD Account,,
8/30/2019,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,63.54,debit,Groceries,XXXXXXXXXX1112,,
8/30/2019,Russian Cafe & Deli,RUSSIAN CAFE & DELI CAMPBELL CA,24.01,debit,Fast Food,XXXX-XXXX-XXXX-7998,,
8/30/2019,Loan,Loan Payment,8.58,credit,Income,REGULAR SAVINGS ACCT,,
8/29/2019,SANTA CLARA UTILITIES4086152300CA,SANTA CLARA UTILITIES4086152300CA,22.35,debit,Restaurants,CREDITCARD Account,,
8/29/2019,SANTA CLARA UTILITIES 4086152300 CA,SANTA CLARA UTILITIES 4086152300 CA,22.35,debit,Utilities,XXXXXXXXXX1112,,
8/29/2019,INTEREST CHARGE ON PURCHASES,INTEREST CHARGE ON PURCHASES,83.5,debit,Finance Charge,XXXX-XXXX-XXXX-7998,,
8/27/2019,Lowe's,LOWES #02211* SUNNYVALE CA,32.66,debit,Home Improvement,Bank of America Cash Rewards Visa Signature,,
8/27/2019,In-N-Out Burger,IN N OUT BURGER 130 SUNNYVALE CA,46.82,debit,Fast Food,Bank of America Cash Rewards Visa Signature,,
8/27/2019,7-Eleven,7-ELEVEN 14241 SANTA CLARA CA,28.54,debit,Fast Food,Bank of America Cash Rewards Visa Signature,,
8/27/2019,Rotten Robbie,ROTTEN ROBBIE #25 CUPERTINO CA,49.98,debit,Gas & Fuel,Bank of America Cash Rewards Visa Signature,,
8/27/2019,7-Eleven,7-ELEVEN 29243 SUNNYVALE CA,13.84,debit,Fast Food,Bank of America Cash Rewards Visa Signature,,
8/26/2019,7-Eleven,7-ELEVEN 14241 SANTA CLARA CA,32.55,debit,Fast Food,Bank of America Cash Rewards Visa Signature,,
8/26/2019,Union 76,76,13,debit,Gas & Fuel,Bank of America Cash Rewards Visa Signature,,
8/26/2019,7-Eleven,7-ELEVEN 14241 SANTA CLARA CA,15.09,debit,Fast Food,Bank of America Cash Rewards Visa Signature,,
8/26/2019,Oren's Hummus Shop,ORENS HUMMUS SHOP CUPT CUPERTINO CA,80.92,debit,Restaurants,Bank of America Cash Rewards Visa Signature,,
8/26/2019,85C BAKERY CAFE USA CUPERTINO CA,85C BAKERY CAFE USA CUPERTINO CA,4.95,debit,Restaurants,Bank of America Cash Rewards Visa Signature,,
8/26/2019,DASTGAH TIRE CO SUNNYVALE CA,DASTGAH TIRE CO SUNNYVALE CA,101.93,debit,Service & Parts,Bank of America Cash Rewards Visa Signature,,
8/26/2019,U-Haul,U-HAUL OF SUNNYVALE SUNNYVALE CA,33.89,debit,Home Services,Bank of America Cash Rewards Visa Signature,,
8/26/2019,Round Table,ROUND TABLE PIZZA 215 SAN JOSE CA,37.13,debit,Fast Food,Bank of America Cash Rewards Visa Signature,,
8/26/2019,Exxon,EXXONMOBIL 99493553 SANTA CLARA CA,15.16,debit,Gas & Fuel,Bank of America Cash Rewards Visa Signature,,
8/25/2019,Costco,COSTCO WHSE #0423 SUNNYVALE CA,32.69,debit,Shopping,Costco Anywhere Visa® Card by Citi,,
8/25/2019,THANK YOU,ONLINE PAYMENT THANK YOU,57,credit,Credit Card Payment,XXXXXXXXXX5301,,
8/25/2019,LATE FEE,LATE FEE,28,debit,Late Fee,XXXXXXXXXX5301,,
8/24/2019,Nick The Greek,SQ *NICK THE GREEK SAN JOSE CA,28.95,debit,Restaurants,Bank of America Cash Rewards Visa Signature,,
8/24/2019,Home Depot,THE HOME DEPOT 6603 EAST PALO ALTCA,93.82,debit,Home Improvement,Bank of America Cash Rewards Visa Signature,,
8/24/2019,Walgreens,WALGREENS #2740 SANTA CLARA CA,22.26,debit,Pharmacy,Bank of America Cash Rewards Visa Signature,,
8/23/2019,Whole Foods,WHOLEFDS BLL 10320,8.11,debit,Groceries,Platinum Mastercard,,
8/23/2019,7-Eleven,7-ELEVEN 14241 SANTA CLARA CA,4.42,debit,Fast Food,Bank of America Cash Rewards Visa Signature,,
8/22/2019,Verizon Wireless,VZWRLSS*MY VZ VW P 800-922-0204 FL,236.36,debit,Mobile Phone,Bank of America Cash Rewards Visa Signature,,
